Commune,Code Insee,url,Catégorie,Population,Site,https,Serveur,Version du serveur,Application,Version de l'application,Langage,Version du langage,Latitude,Longitude
Mauchamps,91378,http://www.mauchamps.org,À jour,286,oui,non,Nginx,Inconnue,WordPress,4.1,php,Inconnue,48.527320456587802,2.197014971246530
Maucourt,60389,http://www.maucourt.fr,Pas à jour,283,oui,non,Inconnue,Inconnue,Inconnue,Inconnue,php,5.2.6,49.632699903542800,3.078800647053710
Maudétour-en-Vexin,95379,http://www.maudetour-en-vexin.fr,À jour,197,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.4.37,49.109356395831199,1.776723662891870
Mauguio ,34154,http://www.mauguio-carnon.com,Informations masquées (vulnérabilités pas exposées),16307,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,43.592771283076402,4.005736393499480
Maule,78380,http://www.maule.fr,Informations masquées (vulnérabilités pas exposées),5801,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,48.907465014522103,1.838673462118080
Mauléon,79079,http://www.mauleon.fr,Pas à jour,8172,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,4.4.9,46.947024698912998,-0.746906044656372
Mauléon-Licharre,64371,http://www.mauleon-licharre.fr,Pas à jour,3218,oui,non,Apache,2.2,TYPO3,4.5,php,5.2.13,43.216748649759502,-0.883069216283354
Maulévrier,49192,http://www.maulevrier.fr,Pas à jour,3180,oui,non,Nginx,Inconnue,Inconnue,Inconnue,php,5.5.20,47.018576340661497,-0.768491765902049
Maumusson,44093,http://www.maumusson44.fr,Pas à jour,1011,oui,non,Apache,Inconnue,TYPO3,4.3,php,Inconnue,47.482494760669397,-1.118410251247150
Mauprévoir,86152,http://www.mauprevoir.fr,À jour,678,oui,non,Apache,Inconnue,SPIP,2.1.26,php,Inconnue,46.164474310825497,0.516107225635585
Mauran,31327,http://www.mairie-mauran31.fr,Informations masquées (vulnérabilités pas exposées),178,oui,non,Apache Tomcat,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,43.184678363468898,1.022787572569120
Maure-de-Bretagne,35168,http://www.mauredebretagne.fr,Pas à jour,3203,oui,non,Nginx,Inconnue,Inconnue,Inconnue,php,4.4.9,47.896810126498103,-1.997991300024070
Maurecourt,78382,http://www.ville-maurecourt.fr,Pas à jour,4302,oui,non,Apache,2.0,Inconnue,Inconnue,Inconnue,Inconnue,48.998669631769900,2.052993330101600
Maureilhan,34155,http://www.maureilhan.com,Niveau de sécurité incertain,1893,oui,non,Apache,2.2,Inconnue,Inconnue,Inconnue,Inconnue,43.351336012057800,3.102366800313980
Maureillas-las-Illas,66106,http://www.maureillas.fr,Informations masquées (vulnérabilités pas exposées),2661,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,42.460030962916399,2.800836727474780
Maurepas,78383,http://www.maurepas.fr,Pas à jour,18679,oui,non,Apache,2.4,Inconnue,Inconnue,php,5.5.17,48.770199606622903,1.923633667626830
Mauriac,15120,http://www.mauriac.fr,Pas à jour,3836,oui,non,Apache,2.2,WebSee,Inconnue,php,5.2.13,45.218663447453800,2.316717519163540
Mauron,56127,http://www.cc-mauron-broceliande.com,Pas à jour,3284,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.4.35,48.082671298147801,-2.304910072966130
Mauroux,46187,http://www.mauroux46.fr,Niveau de sécurité incertain,539,oui,non,Apache,Inconnue,TYPO3,4.5,php,Inconnue,44.452845243742402,1.046302439598070
Maurs,15122,http://www.ville-maurs.fr,Pas à jour,2182,oui,non,Apache,2.2,Joomla,1.5,php,5.3.3,44.711792735294303,2.173465473736340
Maury,66107,http://maury-village.com,Pas à jour,860,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.2.5,42.815600068165800,2.613114311543920
Maussac,19130,http://www.maussac.formatic-web.fr,Pas à jour,407,oui,non,Apache,Inconnue,Joomla,1.5,php,5.2.17,45.470842578632997,2.127133186371970
Maussane-les-Alpilles,13058,http://www.maussanelesalpilles.fr,Pas à jour,2132,oui,non,Apache,Inconnue,SPIP,3.0.17,php,5.2.17,43.714429436419103,4.833007387461910
Mauves,07152,http://www.ville-mauves.com,À jour,1174,oui,non,Apache,Inconnue,SPIP,2.1.26,php,Inconnue,45.028834568070998,4.818356381617430
Mauves-sur-Huisne,61255,http://www.mauvesurhuisne.fr,Pas à jour,616,oui,non,Apache,Inconnue,Joomla,Inconnue,php,5.3.29,48.438284623825297,0.608400407923483
Mauves-sur-Loire,44094,http://www.mauvessurloire.fr,Informations masquées (vulnérabilités pas exposées),3033,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,47.315951534548802,-1.402660127716100
Mauvezin,32249,http://www.mauvezin-gers.fr,Pas à jour,1947,oui,non,Apache,2.2,Inconnue,Inconnue,php,4.4.8,43.732054740906598,0.865667834559047
Mauzac,31334,http://www.mairie-mauzac.fr,Informations masquées (vulnérabilités pas exposées),1111,oui,non,Wix,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,43.375726263355297,1.302483722241670
Mauzac-et-Grand-Castang,24260,http://www.pays-de-bergerac.com,Niveau de sécurité incertain,862,oui,non,IIS,7.5,Inconnue,Inconnue,asp.net,Inconnue,44.882001973434797,0.780365298228073
Mauzé-sur-le-Mignon,79170,http://www.ville-mauze-mignon.fr,Pas à jour,2800,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.2.6,46.192278828382001,-0.644879851833156
Mauzé-Thouarsais,79171,http://www.mauze-thouarsais-rigne.fr,Informations masquées (vulnérabilités pas exposées),2059,oui,non,Apache,Inconnue,IziSpot,4.30,Inconnue,Inconnue,46.972997090818403,-0.286042944933459
Maves,41130,http://mairie-maves.fr,Informations masquées (vulnérabilités pas exposées),663,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,47.738369338291598,1.352029313831110
Mavilly-Mandelot,21397,http://www.mavilly-mandelot.fr,Informations masquées (vulnérabilités pas exposées),163,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,47.060947782621298,4.730791841306270
Maxent,35169,http://mairie.maxent.pagesperso-orange.fr,Informations masquées (vulnérabilités pas exposées),1305,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,47.978357172499102,-2.016156058214680
Maxéville,54357,http://www.mairie-maxeville.fr,Pas à jour,9561,oui,non,Apache,2.2,WordPress,Inconnue,php,5.3.29,48.709651071577802,6.150487082815260
Maxilly-sur-Léman,74172,http://www.maxilly-sur-leman.fr,Niveau de sécurité incertain,1336,oui,non,IIS,7.5,e.Magnus,Inconnue,asp.net,Inconnue,46.393613874544997,6.634221772838130
Maxou,46188,http://www.maxou.info,Informations masquées (vulnérabilités pas exposées),291,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,44.546199846478302,1.447308249715430
May-sur-Orne,14408,http://www.may-sur-orne.fr,Niveau de sécurité incertain,1823,oui,non,Apache,2.2,Inconnue,Inconnue,Inconnue,Inconnue,49.096061528228603,-0.378690685688525
Mayenne ,53147,http://www.mairie-mayenne.fr,Informations masquées (vulnérabilités pas exposées),13299,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,48.307313954539801,-0.614723745996505
Mayet,72191,http://www.mairie-mayet.fr,Niveau de sécurité incertain,3191,oui,non,Apache,2.2,Creaville,Inconnue,Inconnue,Inconnue,47.764541131704100,0.279739120598897
Mayrac,46337,http://www.mayrac.fr,Niveau de sécurité incertain,268,oui,non,Apache,Inconnue,TYPO3,4.5,php,Inconnue,44.899431661662497,1.545313484784480
Mayran,12142,http://www.mayran.fr,Niveau de sécurité incertain,577,oui,non,IIS,7.0,Inconnue,Inconnue,asp.net,Inconnue,44.389750954915698,2.371606078978790
Maysel,60391,http://www.mairiedemaysel.fr,Pas à jour,244,oui,non,IIS,7.5,SPIP,1.9.2d,php,5.4.14,49.252203289415696,2.367583782029510
Mazamet,81163,http://www.ville-mazamet.com,Informations masquées (vulnérabilités pas exposées),9995,oui,oui,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,43.457815172472799,2.388877762360410
Mazan,84072,http://www.mazan.fr,Pas à jour,5792,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.2.17,44.054660395726202,5.130357566822340
Mazaugues,83076,http://www.mairie-mazaugues.fr,Informations masquées (vulnérabilités pas exposées),822,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,43.344709944109397,5.895525627980860
Mazé,49194,http://www.ville-maze.fr,Pas à jour,4811,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.2.17,47.460425226022302,-0.283868040432668
Mazères,09185,http://www.ville-mazeres.fr,Pas à jour,3707,oui,non,Apache,Inconnue,SPIP,2.0.8,php,5.5.9,43.230989095510203,1.678731455149700
Mazères,33279,http://www.mazeres.fr,Pas à jour,669,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.3.28,44.503831217023901,-0.250004848532983
Mazères-de-Neste,65307,http://mazeres-de-neste.com,Niveau de sécurité incertain,327,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.3.3,43.075988348671402,0.541036073955855
Mazères-Lezons,64373,http://www.mazeres-lezons.fr,Pas à jour,1940,oui,non,Apache,2.2,Inconnue,Inconnue,php,5.3.8,43.272894812908497,-0.355286081136410
Mazères-sur-Salat,31336,http://www.mairiemazeressalat.jimdo.com,Pas à jour,593,oui,non,Lighttp,1.4.28,Inconnue,Inconnue,Inconnue,Inconnue,43.132948963749698,0.964084503802075
Mazerolles,64374,http://www.mazerolles64.com,Pas à jour,1014,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,4.4.9,43.443517534130997,-0.478392622064861
Mazerolles,86153,http://www.mazerolles.fr,Pas à jour,785,oui,non,Nginx,Inconnue,Inconnue,Inconnue,php,5.5.20,46.400037088066497,0.663310421489632
Mazerolles,40178,http://www.mazerolles40.fr,Niveau de sécurité incertain,698,oui,non,Apache,2.2,eZ Publish,Inconnue,php,Inconnue,43.885328713151701,-0.435259644249055
Mazerulles,54358,http://www.mairie-mazerulles.fr,Pas à jour,242,oui,non,Apache,Inconnue,SPIP,2.1.16,php,Inconnue,48.755680373867399,6.378972233562290
Mazet-Saint-Voy,43130,http://www.mazet-st-voy.com,Informations masquées (vulnérabilités pas exposées),1150,oui,non,Nginx,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,45.043855494601502,4.240165441020190
Mazières-de-Touraine,37150,http://www.mazieresdetouraine.com,Informations masquées (vulnérabilités pas exposées),1303,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,47.391309832473901,0.429824701886079
Mazières-en-Gâtine,79172,http://www.mazieres-en-gatine.fr,Pas à jour,969,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.2.17,46.521155583897503,-0.323824976449215
Mazières-en-Mauges,49195,http://www.mazieres-en-mauges.fr,Pas à jour,1000,oui,non,Apache,2.2,Inconnue,Inconnue,php,5.3.8,47.059800188928499,-0.795180013824559
Mazingarbe,62563,http://www.ville-mazingarbe.fr,Pas à jour,7496,oui,non,Apache,Inconnue,SPIP,2.0.3,php,Inconnue,50.468624567104300,2.724916328926110
Méallet,15123,http://www.meallet.fr,Pas à jour,168,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.2.17,45.262874600026500,2.414808526959190
Méaudre,38225,http://www.meaudre.fr,Informations masquées (vulnérabilités pas exposées),1350,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,45.132184875248200,5.527862860616520
Meaulne,03168,http://www.meaulne.fr,Informations masquées (vulnérabilités pas exposées),763,oui,non,Nginx,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,46.595663353677402,2.619894007479390
Méaulte,80523,http://meaulte.free.fr,Pas à jour,1318,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,4.4.3,49.975160829894200,2.668357259058230
Meaux ,77284,http://www.ville-meaux.fr,Pas à jour,50755,oui,non,Apache,Inconnue,SPIP,1.9.2h,php,5.2.6,48.956864840242098,2.900118329277780
Meaux-la-Montagne,69130,http://www.meauxlamontagne.fr,Pas à jour,230,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.2.17,46.045988503218602,4.421813815108920
Mécleuves,57454,http://www.mairie-mecleuves.fr,Niveau de sécurité incertain,1162,oui,non,Apache,2.2,Joomla,Inconnue,php,Inconnue,49.051045093346900,6.278300499086440
Médan,78384,http://www.ville-medan.fr,Informations masquées (vulnérabilités pas exposées),1456,oui,non,Apache,Inconnue,e.Magnus,Inconnue,Inconnue,Inconnue,48.954599865363100,1.987392986995770
Médis,17228,http://www.mairie-medis.fr,Informations masquées (vulnérabilités pas exposées),2739,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,45.642335490599599,-0.957806787457891
Megève,74173,http://www.megeve.fr,Pas à jour,3705,oui,non,Apache,Inconnue,Joomla,Inconnue,php,5.3.29,45.840257081864003,6.623686917129470
Megève,74099,http://www.demi-quartier.fr,Pas à jour,976,oui,non,Apache,Inconnue,SPIP,2.1.26,php,5.5.20,45.874091455541603,6.633230988150190
Mégevette,74174,http://www.megevette.fr,Niveau de sécurité incertain,527,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.4.36,46.208601278453003,6.513455888822930
Mégrit,22145,http://www.megrit.fr,Pas à jour,747,oui,non,Apache,Inconnue,Joomla,1.6,php,5.2.17,48.389697664705700,-2.267393524663160
Mehun-sur-Yèvre,18141,http://www.ville-mehun-sur-yevre.fr,Pas à jour,6820,oui,non,Apache,Inconnue,SPIP,2.0.3,php,5.2.17,47.135901480930002,2.220756801058600
Meigné,49198,http://www.meigne.mairie49.fr,Pas à jour,354,oui,non,Apache,2.2,Inconnue,Inconnue,php,5.3.8,47.242367066559702,-0.215216336286354
Meigné-le-Vicomte,49197,http://www.meignelevicomte.mairie49.fr,Pas à jour,301,oui,non,Apache,2.2,Inconnue,Inconnue,php,5.3.8,47.512505095640897,0.187445551236194
Meigneux,77286,http://www.mairie-de-meigneux.fr,À jour,229,oui,non,Apache,Inconnue,WordPress,4.0.1,php,5.6.5,48.513538223840598,3.097187307087320
Meilhac,87094,http://www.meilhac.fr,Pas à jour,512,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.2.17,45.711567592444297,1.157533096151600
Meilhan,40180,http://www.meilhan40.fr,Niveau de sécurité incertain,1104,oui,non,Apache,2.2,eZ Publish,Inconnue,php,Inconnue,43.859824555055802,-0.695851380018549
Meilhan-sur-Garonne,47165,http://www.meilhansurgaronne.com,Niveau de sécurité incertain,1327,oui,non,Apache,Inconnue,TYPO3,4.5,php,Inconnue,44.506778190327701,0.028709780250538
Meillard,03169,http://www.mairiedemeillard.weebly.com,Informations masquées (vulnérabilités pas exposées),279,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,46.388281670982302,3.231530712870170
Meillerie,74175,http://www.meillerie.info,Pas à jour,314,oui,non,Apache,Inconnue,WordPress,4.1,php,5.5.20,46.400747201030498,6.730871120382610
Meillonnas,01241,http://www.meillonnas.fr,Pas à jour,1298,oui,non,Apache,2.2,WordPress,3.2.1,php,5.3.3,46.245229615513999,5.336338395208570
Meistratzheim,67286,http://www.cc-paysdesainteodile.fr,Informations masquées (vulnérabilités pas exposées),1411,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,48.452242446034496,7.560726784360070
Méjannes-le-Clap,30164,http://www.mejannesleclap.fr,Pas à jour,586,oui,non,Nginx,Inconnue,Inconnue,Inconnue,php,5.5.20,44.230883236363397,4.364076683822220
Mélamare,76421,http://www.melamare.fr,Pas à jour,772,oui,non,Nginx,Inconnue,Inconnue,Inconnue,php,5.5.20,49.539820602852998,0.436274304594106
Melay,71291,http://www.mairie-melay.fr,Informations masquées (vulnérabilités pas exposées),933,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,46.199756397302998,4.013895942155990
Melesse,35173,http://www.melesse.fr,Informations masquées (vulnérabilités pas exposées),5577,oui,oui,Apache,Inconnue,eZ Publish,Inconnue,php,Inconnue,48.219332295079099,-1.689613621554990
Melgven,29146,http://www.melgven.fr,À jour,3304,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.4.37,47.913004100598300,-3.841869792265290
Mélicocq,60392,http://www.melicocq.fr,Pas à jour,670,oui,non,Apache,2.2,WebSee,Inconnue,php,5.4.12,49.489421392943498,2.848452232924220
Mellac,29147,http://www.mellac.com,Pas à jour,2623,oui,non,Apache,Inconnue,WordPress,Inconnue,php,5.3.29,47.898522665031599,-3.587887721371610
Melle,79174,http://www.ville-melle.fr,Pas à jour,3657,oui,non,Apache,1.3,Inconnue,Inconnue,php,4.3.7,46.230888395091803,-0.147749228673134
Mellionnec,22146,http://www.mellionnec.fr,Pas à jour,403,oui,non,Apache,2.4,Inconnue,Inconnue,php,5.4.35,48.168404481142197,-3.290106956117340
Melrand,56128,http://www.melrand.fr,Pas à jour,1507,oui,non,Nginx,Inconnue,Inconnue,Inconnue,php,5.5.20,47.975028597662003,-3.100160554397230
Melun,77288,http://www.ville-melun.fr,Informations masquées (vulnérabilités pas exposées),39589,oui,oui,Apache,Inconnue,eZ Publish,Inconnue,php,Inconnue,48.544306918068600,2.657943814775680
Menars,41134,http://www.menars.fr,Pas à jour,606,oui,non,Apache,Inconnue,SPIP,2.1.10,php,5.4.36,47.647024788110897,1.399517638000090
Menat,63223,http://www.ville-menat.com,À jour,581,oui,non,Apache,Inconnue,WordPress,4.1,php,5.4.37,46.111056768313802,2.894855584308650
Menaucourt,55332,http://www.menaucourt.fr,Niveau de sécurité incertain,219,oui,non,Apache,2.2,Inconnue,Inconnue,Inconnue,Inconnue,48.656307579809301,5.362007644226600
Mende,48095,http://www.mende.fr,Pas à jour,12140,oui,non,Apache,Inconnue,Inconnue,Inconnue,php,5.2.17,44.529303276119997,3.481233714227350
Mendionde,64377,http://www.mendionde-lekorne.org,Niveau de sécurité incertain,816,oui,non,Apache,2.2,Inconnue,Inconnue,php,5.3.3,43.337770679424999,-1.285685519015580
Ménéac,56129,http://www.porhoet.fr,Informations masquées (vulnérabilités pas exposées),1586,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,48.131530563061801,-2.454144287175070
Ménerbes,84073,http://www.menerbes.fr,Informations masquées (vulnérabilités pas exposées),1104,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,43.824117670008100,5.220998071546350
Ménestreau-en-Villette,45200,http://www.menestreau-en-villette.fr,Pas à jour,1467,oui,non,Apache,Inconnue,Joomla,1.5,php,5.2.17,47.709747037319197,2.035099739933630
Menet,15124,http://www.menet.fr,Pas à jour,506,oui,non,Apache,2.2,WebSee,Inconnue,php,5.2.13,45.297604026216803,2.579020893592100
Menetou-Couture,18143,http://www.menetou-couture.fr,Pas à jour,347,oui,non,Apache,Inconnue,WordPress,4.0.1,php,5.3.29,47.042391104354401,2.936475509428990
Ménétréol-sous-Sancerre,18146,http://menetreolsoussancerre.e-monsite.com,Pas à jour,396,oui,non,Apache,2.2,WebSee,Inconnue,php,5.4.12,47.318092019582799,2.865566005360810
Ménétrol,63224,http://www.menetrol.fr,Pas à jour,1576,oui,non,Apache,2.2,SPIP,2.1.14,php,Inconnue,45.861648795685802,3.133274971021680
Ménil,53150,http://www.menil53.fr,Informations masquées (vulnérabilités pas exposées),961,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,47.763886090740399,-0.687407600411688
Ménil-Erreux,61263,http://www.menilerreux61.canalblog.com,Informations masquées (vulnérabilités pas exposées),241,oui,non,Apache,Inconnue,CanalBlog,Inconnue,Inconnue,Inconnue,48.509347820514499,0.183628894159372
Menilles,27397,http://ville.menilles.free.fr,Informations masquées (vulnérabilités pas exposées),1529,oui,non,Apache,Inconnue,Inconnue,Inconnue,Inconnue,Inconnue,49.038572266574000,1.370475167001740
Mennecy,91386,http://www.mennecy.fr,Pas à jour,13395,oui,non,Apache,Inconnue,SPIP,3.0.17,php,5.3.8,48.558645365930701,2.437944205147680
Mennetou-sur-Cher,41135,http://www.mennetou.fr,À jour,884,oui,non,Apache,Inconnue,SPIP,2.1.26,php,Inconnue,47.293016379167099,1.874130630317240
Menneville,02475,http://www.menneville-02.fr,À jour,408,oui,non,Apache,Inconnue,SPIP,2.1.26,php,Inconnue,49.429806876027001,4.006950423634740
Menomblet,85141,http://www.paysdelachataigneraie.org,Niveau de sécurité incertain,639,oui,non,Apache,2.2,Creaville,Inconnue,Inconnue,Inconnue,46.730177527305997,-0.728559456242661
